latitude,longitude,address
1.327641,103.903898,325 UBI AVE 1
1.330245,103.887567,24 BALAM RD
1.310461,103.886462,42 CASSIA CRES
1.326759,103.903091,333 UBI AVE 1
1.355668,103.891006,243 HOUGANG ST 22
1.37364,103.89424,509 HOUGANG AVE 10
1.37364,103.89424,510 HOUGANG AVE 10
1.374132,103.895191,411 HOUGANG AVE 10
1.36623,103.88817,711 HOUGANG AVE 2
1.370112,103.883119,621 HOUGANG AVE 8
1.341513,103.737533,230 JURONG EAST ST 21
1.347903,103.723225,495 JURONG WEST ST 41
1.339722,103.686082,903 JURONG WEST ST 91
1.343453,103.693874,835 JURONG WEST ST 81
0.0,0.0,685 RACE COURSE RD
1.320793,103.854388,100 WHAMPOA DR
0.0,0.0,682 RACE COURSE RD
1.328876,103.844997,106 JLN DUSUN
0.0,0.0,51 KENT RD
1.303092,103.908747,61 MARINE DR
1.293818,103.803665,154 MEI LING ST
0.0,0.0,57 STIRLING RD
1.351262,103.868844,324 SERANGOON AVE 3
1.350041,103.869466,330 SERANGOON AVE 3
1.350944,103.870302,332 SERANGOON AVE 3
1.358213,103.944997,407 TAMPINES ST 41
1.359937,103.951608,437 TAMPINES ST 43
1.353255,103.935032,853 TAMPINES ST 83
1.359922,103.954653,467 TAMPINES ST 44
1.35102,103.935871,840 TAMPINES ST 82
1.359561,103.947894,426 TAMPINES ST 41
1.359508,103.948581,427 TAMPINES ST 41
1.444009,103.772011,34 MARSILING DR
1.434544,103.777553,178 WOODLANDS ST 13
1.432603,103.836921,207 YISHUN ST 21
1.431074,103.833595,150 YISHUN ST 11
1.434014,103.835706,222 YISHUN ST 21
1.427005,103.834627,753 YISHUN ST 72
1.422188,103.832354,781 YISHUN RING RD
1.41823,103.833577,142 YISHUN RING RD
1.43158,103.839315,223 YISHUN ST 21
1.41823,103.833577,119 YISHUN RING RD
1.422494,103.832607,775 YISHUN RING RD
1.413345,103.839001,657 YISHUN AVE 4
1.422518,103.833532,776 YISHUN AVE 2
1.417805,103.835775,626 YISHUN ST 61
1.426074,103.829919,723 YISHUN ST 71
1.377019,103.839552,175 ANG MO KIO AVE 4
1.338149,103.922395,740 BEDOK RESERVOIR RD
1.330902,103.909916,120 BEDOK RESERVOIR RD
1.332912,103.909827,125 BEDOK RESERVOIR RD
1.332756,103.9126,134 BEDOK RESERVOIR RD
1.362832,103.833117,403 SIN MING AVE
0.0,0.0,540 BT BATOK ST 52
0.0,0.0,321 BT BATOK ST 33
0.0,0.0,319 BT BATOK ST 33
0.0,0.0,317 BT BATOK ST 32
0.0,0.0,5 DELTA AVE
0.0,0.0,2 EVERTON PK
1.37927,103.767502,101 GANGSA RD
1.317956,103.897497,416 EUNOS RD 5
1.327026,103.904819,329 UBI AVE 1
1.368863,103.897955,334 HOUGANG AVE 5
1.371798,103.888482,511 HOUGANG AVE 10
1.366753,103.88777,710 HOUGANG AVE 2
1.348891,103.724473,498 JURONG WEST ST 41
1.305812,103.914768,59 MARINE TER
1.290765,103.801917,165 STIRLING RD
0.0,0.0,55 STIRLING RD
1.352131,103.935976,846 TAMPINES ST 82
1.349145,103.932472,824 TAMPINES ST 81
1.352501,103.934985,847 TAMPINES ST 83
1.359539,103.95519,464 TAMPINES ST 44
1.345554,103.949442,124 TAMPINES ST 11
1.334042,103.867478,141 POTONG PASIR AVE 3
1.323276,103.932803,23 BEDOK STH AVE 1
1.345916,103.851015,130 BISHAN ST 12
0.0,0.0,417 BT BATOK WEST AVE 4
0.0,0.0,269 BT BATOK EAST AVE 4
0.0,0.0,536 BT BATOK ST 52
0.0,0.0,262 BT BATOK EAST AVE 4
0.0,0.0,355 BT BATOK ST 31
0.0,0.0,357 BT BATOK ST 31
0.0,0.0,137 JLN BT MERAH
1.317535,103.767464,378 CLEMENTI AVE 5
1.329287,103.902677,316 UBI AVE 1
1.31686,103.887756,130 GEYLANG EAST AVE 1
1.371768,103.881441,645 HOUGANG AVE 8
1.353953,103.88693,121 HOUGANG AVE 1
1.371959,103.885935,614 HOUGANG AVE 8
1.371413,103.889044,512 HOUGANG AVE 10
1.340792,103.736957,221 JURONG EAST ST 21
1.340677,103.736351,221A JURONG EAST ST 21
1.321352,103.737681,53 TEBAN GDNS RD
1.350781,103.731506,334 JURONG EAST AVE 1
1.320536,103.737935,50 TEBAN GDNS RD
1.35215,103.720805,445 JURONG WEST ST 42
1.3515,103.723257,439 JURONG WEST AVE 1
1.327684,103.85689,46 JLN BAHAGIA
1.313831,103.854784,681 RACE COURSE RD
1.290702,103.802361,166 STIRLING RD
1.35033,103.868267,328 SERANGOON AVE 3
1.352703,103.869714,242 SERANGOON AVE 3
1.351526,103.862842,333 SERANGOON AVE 3
1.35957,103.951606,436 TAMPINES ST 43
1.35147,103.934746,841 TAMPINES ST 83
1.352924,103.950447,255 TAMPINES ST 21
1.359036,103.948186,425 TAMPINES ST 41
1.359768,103.951073,435 TAMPINES ST 43
1.3439,103.951501,116 SIMEI ST 1
1.359546,103.950769,431 TAMPINES ST 41
1.359489,103.950129,430 TAMPINES ST 41
0.0,0.0,237 LOR 1 TOA PAYOH
1.433284,103.776993,168 WOODLANDS ST 11
1.42055,103.836116,610 YISHUN ST 61
1.421967,103.831774,782 YISHUN RING RD
1.420404,103.840424,662 YISHUN AVE 4
1.429157,103.847205,388 YISHUN RING RD
1.426569,103.826857,715 YISHUN ST 71
1.335292,103.913406,141 BEDOK RESERVOIR RD
1.347461,103.851122,121 BISHAN ST 12
0.0,0.0,414 BT BATOK WEST AVE 4
0.0,0.0,246 BT BATOK EAST AVE 5
0.0,0.0,424 BT BATOK WEST AVE 2
0.0,0.0,119 BT BATOK WEST AVE 6
0.0,0.0,421 BT BATOK WEST AVE 2
0.0,0.0,14 REDHILL CL
1.30058,103.853922,269C QUEEN ST
1.313557,103.769144,358 CLEMENTI AVE 2
1.330344,103.887833,22 BALAM RD
1.30895,103.888396,97 JLN DUA
1.325789,103.901302,350 UBI AVE 1
1.371959,103.885935,626 HOUGANG AVE 8
1.367502,103.897421,324 HOUGANG AVE 5
1.371959,103.885935,674 HOUGANG AVE 8
1.371959,103.885935,675 HOUGANG AVE 8
1.373537,103.88752,503 HOUGANG AVE 8
1.340475,103.742062,236 JURONG EAST ST 21
1.320999,103.737425,52 TEBAN GDNS RD
1.319044,103.860798,101 TOWNER RD
1.32118,103.858476,111 MCNAIR RD
1.351526,103.862842,335 SERANGOON AVE 3
1.351526,103.862842,334 SERANGOON AVE 3
1.352146,103.934965,845 TAMPINES ST 83
1.352911,103.934991,851 TAMPINES ST 83
1.341996,103.956239,227 SIMEI ST 4
1.33563,103.865841,121 POTONG PASIR AVE 1
1.429739,103.780559,335 WOODLANDS ST 32
1.420939,103.836109,609 YISHUN ST 61
1.437237,103.832217,174 YISHUN AVE 7
1.425518,103.828532,722 YISHUN ST 71
1.421487,103.833702,785 YISHUN AVE 2
1.420748,103.837052,633 YISHUN ST 61
1.367579,103.836733,233 ANG MO KIO AVE 3
1.373294,103.854571,531 ANG MO KIO AVE 10
1.374324,103.85625,543 ANG MO KIO AVE 10
0.0,0.0,515 BEDOK NTH AVE 2
1.347308,103.850859,120 BISHAN ST 12
1.346238,103.851541,127 BISHAN ST 12
1.362515,103.833163,401 SIN MING AVE
0.0,0.0,343 BT BATOK ST 34
0.0,0.0,310 BT BATOK ST 32
0.0,0.0,335 BT BATOK ST 32
0.0,0.0,372 BT BATOK ST 31
0.0,0.0,137 ALEXANDRA RD
0.0,0.0,24 KG BAHRU HILL
1.311704,103.897386,3 JOO CHIAT RD
1.327574,103.904801,328 UBI AVE 1
1.325972,103.901566,337 UBI AVE 1
1.371959,103.885935,673 HOUGANG AVE 8
1.369667,103.898338,337 HOUGANG AVE 7
1.370315,103.885149,610 HOUGANG AVE 8
1.371959,103.885935,657 HOUGANG AVE 8
1.348487,103.730996,320 JURONG EAST ST 31
1.349369,103.730161,328 JURONG EAST ST 31
1.320759,103.736957,51 TEBAN GDNS RD
1.350959,103.71771,454 JURONG WEST ST 42
1.34709,103.724707,482 JURONG WEST ST 41
1.327754,103.855865,52 JLN BAHAGIA
1.327694,103.856207,50 JLN BAHAGIA
1.328579,103.857477,63 JLN MA'MOR
0.0,0.0,151 SERANGOON NTH AVE 2
1.350644,103.868437,327 SERANGOON AVE 3
0.0,0.0,143 SERANGOON NTH AVE 1
1.35054,103.935232,836 TAMPINES ST 82
0.0,0.0,70 LOR 4 TOA PAYOH
1.430713,103.781738,337 WOODLANDS AVE 1
1.438139,103.779467,127 MARSILING RISE
1.430422,103.833421,144 YISHUN ST 11
1.418216,103.831628,803 YISHUN RING RD
1.41932,103.835302,617 YISHUN RING RD
1.426058,103.831866,729 YISHUN ST 71
1.425872,103.828092,717 YISHUN ST 71
1.42196,103.846405,439 YISHUN AVE 11
1.421011,103.834246,788 YISHUN AVE 2
1.435717,103.826998,170 YISHUN AVE 7
1.334879,103.913381,140 BEDOK RESERVOIR RD
1.335741,103.912731,149 BEDOK RESERVOIR RD
1.350257,103.851787,189 BISHAN ST 13
1.346497,103.853329,170 BISHAN ST 13
0.0,0.0,133 BT BATOK WEST AVE 6
0.0,0.0,338 BT BATOK ST 34
0.0,0.0,510 BT BATOK ST 52
0.0,0.0,526 BT BATOK ST 51
1.274918,103.813543,58 TELOK BLANGAH HTS
1.287166,103.811335,48 LENGKOK BAHRU
1.286933,103.811073,43 LENGKOK BAHRU
1.288997,103.813144,53 LENGKOK BAHRU
1.377143,103.774844,274 BANGKIT RD
1.32332,103.769769,112 CLEMENTI ST 13
1.326036,103.902817,335 UBI AVE 1
1.367381,103.896242,305 HOUGANG AVE 5
1.372177,103.886361,501 HOUGANG AVE 8
0.0,0.0,134 LOR AH SOO
1.373696,103.896076,406 HOUGANG AVE 10
1.371959,103.885935,627 HOUGANG AVE 8
1.373365,103.888213,504 HOUGANG AVE 8
1.371959,103.885935,616 HOUGANG AVE 8
1.351182,103.880839,157 HOUGANG ST 11
1.351423,103.720764,441 JURONG WEST AVE 1
1.347363,103.69987,749 JURONG WEST ST 73
1.30853,103.861144,806 KING GEORGE'S AVE
0.0,0.0,15 BEACH RD
0.0,0.0,45 HOLLAND DR
0.0,0.0,153 SERANGOON NTH AVE 1
0.0,0.0,103 SERANGOON NTH AVE 1
1.349202,103.934927,829 TAMPINES ST 81
1.351969,103.934437,843 TAMPINES ST 83
0.0,0.0,61 LOR 5 TOA PAYOH
0.0,0.0,71 LOR 4 TOA PAYOH
1.437026,103.839325,267 YISHUN ST 22
1.420547,103.838451,639 YISHUN ST 61
1.418699,103.832199,800 YISHUN RING RD
1.419203,103.838994,635 YISHUN ST 61
1.420748,103.837052,632 YISHUN ST 61
1.36861,103.856046,453 ANG MO KIO AVE 10
1.371092,103.848313,710 ANG MO KIO AVE 8
0.0,0.0,86 BEDOK NTH ST 4
0.0,0.0,523 BEDOK NTH ST 3
1.335315,103.911857,148 BEDOK RESERVOIR RD
1.348795,103.853499,175 BISHAN ST 13
1.35007,103.853127,182 BISHAN ST 13
1.346573,103.851389,124 BISHAN ST 12
0.0,0.0,220 BT BATOK EAST AVE 3
0.0,0.0,311 BT BATOK ST 32
0.0,0.0,503 BT BATOK ST 52
0.0,0.0,509 BT BATOK ST 52
0.0,0.0,374 BT BATOK ST 31
0.0,0.0,349 BT BATOK ST 34
0.0,0.0,410 BT BATOK WEST AVE 4
0.0,0.0,422 BT BATOK WEST AVE 2
0.0,0.0,329 BT BATOK ST 33
0.0,0.0,375 BT BATOK ST 31
0.0,0.0,525 BT BATOK ST 52
0.0,0.0,514 BT BATOK ST 52
0.0,0.0,354 BT BATOK ST 31
0.0,0.0,356 BT BATOK ST 31
1.37636,103.76536,104 GANGSA RD
1.284216,103.836293,16 OUTRAM HILL
1.30475,103.765274,601 CLEMENTI WEST ST 1
1.319477,103.88277,105 ALJUNIED CRES
1.368098,103.898564,326 HOUGANG AVE 7
1.372354,103.885454,604 HOUGANG AVE 4
1.369504,103.884829,613 HOUGANG AVE 8
1.369915,103.880674,629 HOUGANG AVE 8
1.375183,103.892712,523 HOUGANG AVE 6
1.375183,103.892712,524 HOUGANG AVE 6
1.370159,103.880865,630 HOUGANG AVE 8
1.370787,103.881004,632 HOUGANG AVE 8
1.371606,103.884286,676 HOUGANG AVE 8
1.37019,103.882249,624 HOUGANG AVE 8
1.37364,103.89424,508 HOUGANG AVE 10
1.345536,103.731265,345 JURONG EAST ST 31
1.321103,103.741674,43 TEBAN GDNS RD
1.350109,103.725858,434 JURONG WEST ST 42
1.392198,103.755563,3 JLN BATU
1.327196,103.856112,39 JLN BAHAGIA
0.0,0.0,47 STIRLING RD
0.0,0.0,154 SERANGOON NTH AVE 1
0.0,0.0,145 SERANGOON NTH AVE 1
1.35233,103.953492,201D TAMPINES ST 21
1.351103,103.933842,835 TAMPINES ST 83
1.33504,103.865574,127 POTONG PASIR AVE 1
0.0,0.0,240 LOR 1 TOA PAYOH
1.420903,103.837426,642 YISHUN ST 61
1.435809,103.831734,165 YISHUN RING RD
1.419615,103.835505,615 YISHUN RING RD
1.418685,103.835163,621 YISHUN RING RD
1.425474,103.833219,761 YISHUN ST 72
1.426398,103.827741,716 YISHUN ST 71
1.413345,103.839001,655 YISHUN AVE 4
1.43691,103.831389,173 YISHUN AVE 7
1.420119,103.831976,794 YISHUN RING RD
1.416162,103.832695,790 YISHUN AVE 2
1.437566,103.832545,175 YISHUN AVE 7
1.377019,103.839552,258 ANG MO KIO AVE 4
1.319943,103.944592,168 BEDOK STH AVE 3
1.335625,103.913202,142 BEDOK RESERVOIR RD
0.0,0.0,63 NEW UPP CHANGI RD
0.0,0.0,524 BEDOK NTH ST 3
1.334577,103.911947,146 BEDOK RESERVOIR RD
1.333676,103.913565,136 BEDOK RESERVOIR RD
1.333687,103.912872,137 BEDOK RESERVOIR RD
1.346946,103.848682,112 BISHAN ST 12
1.347869,103.853544,177 BISHAN ST 13
1.346316,103.85206,126 BISHAN ST 12
1.34734,103.854159,168 BISHAN ST 13
1.345138,103.84798,102 BISHAN ST 12
1.347764,103.854259,173 BISHAN ST 13
1.348939,103.853036,181 BISHAN ST 13
0.0,0.0,534 BT BATOK ST 51
0.0,0.0,224 BT BATOK ST 21
0.0,0.0,314 BT BATOK ST 32
0.0,0.0,501 BT BATOK ST 52
0.0,0.0,524 BT BATOK ST 52
0.0,0.0,512 BT BATOK ST 52
0.0,0.0,22 REDHILL CL
1.285104,103.831023,35 LIM LIAK ST
1.283358,103.829966,44 MOH GUAN TER
1.285233,103.830128,38 KIM PONG RD
1.286893,103.810376,49 HOY FATT RD
1.31512,103.766835,325 CLEMENTI AVE 5
1.311704,103.897386,3 HAIG RD
1.306679,103.88669,68 DAKOTA CRES
1.321814,103.904455,11 EUNOS CRES
1.326597,103.903523,331 UBI AVE 1
1.374681,103.885071,689 HOUGANG ST 61
1.359258,103.893166,254 HOUGANG AVE 3
1.372621,103.886725,502 HOUGANG AVE 8
1.370228,103.8829,622 HOUGANG AVE 8
1.321572,103.736927,54 TEBAN GDNS RD
1.345648,103.717531,519 JURONG WEST ST 52
1.350881,103.725467,423 JURONG WEST AVE 1
1.350218,103.724213,492 JURONG WEST ST 41
1.36806,103.957605,106 PASIR RIS ST 12
0.0,0.0,41 STIRLING RD
0.0,0.0,144 SERANGOON NTH AVE 1
1.334784,103.865871,128 POTONG PASIR AVE 1
1.427471,103.833426,748 YISHUN ST 72
1.420242,103.838563,638 YISHUN ST 61
1.416911,103.83097,808 YISHUN RING RD
1.41841,103.837761,629 YISHUN ST 61
1.419632,103.832817,795 YISHUN RING RD
1.41965,103.833181,796 YISHUN RING RD
1.419255,103.832513,799 YISHUN RING RD
1.416497,103.831017,809 YISHUN RING RD
1.416189,103.831675,810 YISHUN RING RD
1.417003,103.832379,812 YISHUN RING RD
1.418038,103.835556,624 YISHUN RING RD
1.324562,103.921224,60 CHAI CHEE RD
0.0,0.0,518 BEDOK NTH AVE 2
1.334292,103.913152,138 BEDOK RESERVOIR RD
1.332352,103.911769,133 BEDOK RESERVOIR RD
1.333567,103.91241,130 BEDOK RESERVOIR RD
1.348112,103.850468,196 BISHAN ST 13
1.344853,103.848392,101 BISHAN ST 12
0.0,0.0,505 BT BATOK ST 52
0.0,0.0,348 BT BATOK ST 34
0.0,0.0,511 BT BATOK ST 52
0.0,0.0,532 BT BATOK ST 51
0.0,0.0,351 BT BATOK ST 34
0.0,0.0,542 BT BATOK ST 52
0.0,0.0,11 REDHILL CL
1.283358,103.829966,50 MOH GUAN TER
1.28618,103.832309,3 TIONG BAHRU RD
1.286893,103.810376,50 HOY FATT RD
1.287709,103.812187,51 LENGKOK BAHRU
0.0,0.0,229 PENDING RD
1.37636,103.76536,102 GANGSA RD
1.374146,103.774438,217 PETIR RD
1.328526,103.904773,321 UBI AVE 1
1.31669,103.886547,131 GEYLANG EAST AVE 1
1.316435,103.885486,133 GEYLANG EAST AVE 1
1.367234,103.897791,323 HOUGANG AVE 5
1.372597,103.898813,356 HOUGANG AVE 7
1.374681,103.885071,696 HOUGANG ST 61
1.374443,103.882627,662 HOUGANG AVE 4
1.371959,103.885935,618 HOUGANG AVE 8
1.355668,103.891006,245 HOUGANG ST 22
1.372086,103.889656,513 HOUGANG AVE 10
1.350109,103.725858,435 JURONG WEST ST 42
0.0,0.0,112 LOR 3 GEYLANG
1.3448,103.953171,120 SIMEI ST 1
1.352798,103.935462,849 TAMPINES ST 83
1.345844,103.957174,151 SIMEI ST 1
1.346186,103.953309,124 SIMEI ST 1
0.0,0.0,238 LOR 1 TOA PAYOH
1.418345,103.835051,622 YISHUN RING RD
1.417245,103.831094,806 YISHUN RING RD
1.418806,103.833348,798 YISHUN RING RD
1.420748,103.837052,612 YISHUN ST 61
1.420545,103.833592,791 YISHUN AVE 2
1.419741,103.836178,614 YISHUN ST 61
1.362279,103.85434,408 ANG MO KIO AVE 10
1.368994,103.855667,451 ANG MO KIO AVE 10
0.0,0.0,527 BEDOK NTH ST 3
1.329882,103.910053,111 BEDOK RESERVOIR RD
1.347564,103.848873,114 BISHAN ST 12
1.348174,103.852092,178 BISHAN ST 13
1.347079,103.851574,125 BISHAN ST 12
1.34723,103.853317,172 BISHAN ST 13
1.344074,103.855855,149 BISHAN ST 11
1.348236,103.854291,174 BISHAN ST 13
0.0,0.0,508 BT BATOK ST 52
0.0,0.0,347 BT BATOK ST 34
1.284558,103.831942,34 KIM CHENG ST
1.286162,103.830448,9 TIONG BAHRU RD
1.309793,103.885046,36 CASSIA CRES
1.37285,103.889781,517 HOUGANG AVE 10
1.375183,103.892712,531 HOUGANG AVE 6
1.349531,103.724906,494 JURONG WEST ST 41
1.328641,103.844129,104 JLN DUSUN
1.373805,103.957736,470 PASIR RIS DR 6
0.0,0.0,70 C'WEALTH DR
0.0,0.0,148 SERANGOON NTH AVE 1
1.347584,103.9342,897 TAMPINES ST 81
1.36033,103.951075,439 TAMPINES ST 43
1.353445,103.93554,855 TAMPINES ST 83
1.336713,103.881248,18 JOO SENG RD
1.418026,103.83776,630 YISHUN ST 61
1.418549,103.831751,802 YISHUN RING RD
1.417699,103.837117,627 YISHUN ST 61
1.416162,103.832695,779 YISHUN AVE 2
1.416699,103.83148,807 YISHUN RING RD
1.420748,103.837052,607 YISHUN ST 61
1.420169,103.835955,611 YISHUN ST 61
1.421326,103.836301,606 YISHUN ST 61
1.358111,103.847102,227 BISHAN ST 23
1.350523,103.851374,191 BISHAN ST 13
1.350566,103.852049,190 BISHAN ST 13
1.348639,103.85626,164 BISHAN ST 13
1.347341,103.850493,119 BISHAN ST 12
1.345506,103.848304,103 BISHAN ST 12
1.349406,103.852287,186 BISHAN ST 13
1.349589,103.851416,187 BISHAN ST 13
0.0,0.0,533 BT BATOK ST 51
0.0,0.0,137 BT BATOK WEST AVE 6
0.0,0.0,413 BT BATOK WEST AVE 4
0.0,0.0,419 BT BATOK WEST AVE 2
0.0,0.0,426 BT BATOK WEST AVE 2
0.0,0.0,353 BT BATOK ST 34
0.0,0.0,94 HAVELOCK RD
0.0,0.0,113 PENDING RD
0.0,0.0,126 PENDING RD
1.37705,103.765769,110 GANGSA RD
1.374681,103.885071,688 HOUGANG ST 61
1.371959,103.885935,658 HOUGANG AVE 8
1.371959,103.885935,660 HOUGANG AVE 8
1.372113,103.889185,514 HOUGANG AVE 10
1.374681,103.885071,687 HOUGANG ST 61
1.374681,103.885071,697 HOUGANG ST 61
1.373153,103.890671,521 HOUGANG AVE 6
1.375487,103.893423,430 HOUGANG AVE 6
1.344871,103.730398,352 JURONG EAST ST 31
1.341245,103.689249,929 JURONG WEST ST 92
0.0,0.0,123 MCNAIR RD
1.366557,103.95447,122 PASIR RIS ST 11
1.352499,103.868748,244 SERANGOON AVE 2
0.0,0.0,146 SERANGOON NTH AVE 1
1.350162,103.932639,827 TAMPINES ST 81
1.352119,103.936538,844 TAMPINES ST 82
1.357324,103.950532,447 TAMPINES ST 42
1.358997,103.947674,416 TAMPINES ST 41
1.356873,103.953644,453 TAMPINES ST 42
1.335305,103.865496,124 POTONG PASIR AVE 1
0.0,0.0,236 LOR 1 TOA PAYOH
1.416162,103.832695,777 YISHUN AVE 2
1.418066,103.832183,801 YISHUN RING RD
1.422075,103.83774,646 YISHUN ST 61
1.414341,103.83508,838 YISHUN ST 81
1.42695,103.841955,343 YISHUN AVE 11
1.429922,103.833691,743 YISHUN AVE 5
1.418092,103.836324,625 YISHUN ST 61
1.421802,103.839268,658 YISHUN AVE 4
1.413345,103.839001,651 YISHUN AVE 4
1.422267,103.836544,602 YISHUN ST 61
1.422157,103.837033,647 YISHUN ST 61
1.429203,103.842171,325 YISHUN CTRL
1.331062,103.909455,119 BEDOK RESERVOIR RD
0.0,0.0,128 BT BATOK WEST AVE 6
0.0,0.0,409 BT BATOK WEST AVE 4
0.0,0.0,531 BT BATOK ST 51
1.287325,103.817322,71 REDHILL RD
1.289089,103.813724,54 LENGKOK BAHRU
1.371348,103.881602,644 HOUGANG AVE 8
1.374681,103.885071,695 HOUGANG ST 61
1.375207,103.886912,698 HOUGANG ST 61
1.374681,103.885071,693 HOUGANG ST 61
1.374681,103.885071,694 HOUGANG ST 61
1.371959,103.885935,612 HOUGANG AVE 8
1.320222,103.741181,45 TEBAN GDNS RD
0.0,0.0,15 ST. GEORGE'S RD
0.0,0.0,124 MCNAIR RD
0.0,0.0,42 STIRLING RD
0.0,0.0,152 SERANGOON NTH AVE 1
1.352943,103.865496,314 SERANGOON AVE 2
1.349924,103.870233,331 SERANGOON AVE 3
1.357538,103.944911,403 TAMPINES ST 41
1.348052,103.95559,134 SIMEI ST 1
1.357981,103.954552,458 TAMPINES ST 42
1.344826,103.956786,154 SIMEI ST 1
1.33265,103.865496,144 POTONG PASIR AVE 2
1.41809,103.836982,628 YISHUN ST 61
1.436631,103.831323,172 YISHUN AVE 7
1.426932,103.848553,403 YISHUN AVE 6
1.334017,103.912236,129 BEDOK RESERVOIR RD
1.345561,103.85176,133 BISHAN ST 12
1.361408,103.844774,242 BISHAN ST 22
1.345636,103.84804,104 BISHAN ST 12
1.346098,103.850465,128 BISHAN ST 12
1.345533,103.852133,134 BISHAN ST 12
0.0,0.0,416 BT BATOK WEST AVE 4
0.0,0.0,358 BT BATOK ST 31
0.0,0.0,527 BT BATOK ST 51
0.0,0.0,541 BT BATOK ST 52
0.0,0.0,344 BT BATOK ST 34
1.286986,103.812718,46 LENGKOK BAHRU
1.376041,103.770945,115 PENDING RD
1.377533,103.770705,123 PENDING RD
0.0,0.0,128 PENDING RD
1.37809,103.766778,107 GANGSA RD
1.379538,103.749307,123 TECK WHYE LANE
1.316373,103.885946,132 GEYLANG EAST AVE 1
1.372354,103.885454,665 HOUGANG AVE 4
1.375175,103.886026,685 HOUGANG ST 61
1.375183,103.892712,526 HOUGANG AVE 6
1.346149,103.732998,315 JURONG EAST ST 32
1.318968,103.856385,121 MCNAIR RD
1.325714,103.858222,30 JLN BAHAGIA
1.355744,103.871372,214 SERANGOON AVE 4
1.348945,103.934549,828 TAMPINES ST 81
1.350441,103.939979,906 TAMPINES AVE 4
1.344713,103.958226,155 SIMEI RD
1.357653,103.954552,456 TAMPINES ST 42
1.356628,103.953996,451 TAMPINES ST 42
1.437659,103.776716,140 MARSILING RD
1.429029,103.841386,321 YISHUN CTRL
1.413345,103.839001,653 YISHUN AVE 4
1.418901,103.839114,634 YISHUN ST 61
1.431628,103.841301,312 YISHUN RING RD
1.427094,103.827831,714 YISHUN ST 71
1.414008,103.837778,867 YISHUN ST 81
1.418768,103.834426,620 YISHUN RING RD
1.419193,103.8348,619 YISHUN RING RD
1.421659,103.837454,644 YISHUN ST 61
1.367779,103.855334,446 ANG MO KIO AVE 10
0.0,0.0,706 BEDOK NTH RD
1.332634,103.910133,124 BEDOK RESERVOIR RD
1.345649,103.851561,132 BISHAN ST 12
1.344748,103.854767,145 BISHAN ST 11
1.344187,103.851554,136 BISHAN ST 12
1.344373,103.852489,138 BISHAN ST 12
0.0,0.0,539 BT BATOK ST 52
0.0,0.0,334 BT BATOK ST 32
0.0,0.0,125 PENDING RD
1.381456,103.754514,7 TECK WHYE AVE
1.317412,103.876181,40 SIMS DR
1.375183,103.892712,529 HOUGANG AVE 6
1.375183,103.892712,528 HOUGANG AVE 6
1.372354,103.885454,667 HOUGANG AVE 4
1.371827,103.885278,680 HOUGANG AVE 8
1.375183,103.892712,532 HOUGANG AVE 6
1.37132,103.879773,640 HOUGANG AVE 8
1.373617,103.891952,522 HOUGANG AVE 6
1.318798,103.856793,122 MCNAIR RD
1.321693,103.859619,108 MCNAIR RD
1.321954,103.858741,110 MCNAIR RD
0.0,0.0,127 SERANGOON NTH AVE 1
1.351453,103.873588,202 SERANGOON CTRL
1.357731,103.944353,404 TAMPINES ST 41
1.359028,103.944866,409 TAMPINES ST 41
1.333223,103.871655,20 JOO SENG RD
1.437995,103.781214,113 WOODLANDS ST 13
1.427605,103.831447,763 YISHUN ST 72
1.43584,103.838408,264 YISHUN ST 22
1.422182,103.832865,780 YISHUN RING RD
1.337422,103.921256,744 BEDOK RESERVOIR RD
1.344342,103.853953,146 BISHAN ST 11
1.347029,103.849988,117 BISHAN ST 12
1.344561,103.85128,135 BISHAN ST 12
1.34831,103.851415,194 BISHAN ST 13
1.34617,103.854953,153 BISHAN ST 13
0.0,0.0,530 BT BATOK ST 51
1.286809,103.811924,44 LENGKOK BAHRU
1.376041,103.770945,118 PENDING RD
1.37636,103.76536,108 GANGSA RD
1.376848,103.774816,275 BANGKIT RD
1.371959,103.885935,671 HOUGANG AVE 8
1.372767,103.887621,506 HOUGANG AVE 8
1.374681,103.885071,690 HOUGANG ST 61
1.375183,103.892712,527 HOUGANG AVE 6
1.375183,103.892712,520 HOUGANG AVE 6
1.352649,103.879773,156 HOUGANG ST 11
1.371548,103.880647,643 HOUGANG AVE 8
1.371959,103.885935,634 HOUGANG AVE 8
1.327077,103.857099,43 JLN BAHAGIA
1.327402,103.857229,44 JLN BAHAGIA
1.327953,103.856376,54 JLN MA'MOR
1.372543,103.954478,411 PASIR RIS DR 6
1.349302,103.874858,420 SERANGOON CTRL
1.351853,103.932869,883 TAMPINES ST 84
1.345628,103.95414,131 SIMEI ST 1
1.346331,103.954993,130 SIMEI ST 1
1.34294,103.94937,112 SIMEI ST 1
1.344439,103.951202,117 SIMEI ST 1
1.436908,103.832126,171 YISHUN AVE 7
1.41966,103.839135,636 YISHUN ST 61
1.420748,103.837052,603 YISHUN ST 61
1.420495,103.832389,792 YISHUN RING RD
1.332062,103.910923,122 BEDOK RESERVOIR RD
1.348982,103.851316,192 BISHAN ST 13
0.0,0.0,504 BT BATOK ST 52
1.285416,103.831276,25 LIM LIAK ST
0.0,0.0,230 PENDING RD
